ACIW,ACI Worldwide Inc,20110831,UPDATE 1-S1 tells shareholders to sit tight on ACI offer , Aug 31 Payment processing technology provider S1 Corp has advised shareholders to take no action  a day after larger rival ACI Worldwide went hostile with a more than $500 million bid.,topStory
TD,Toronto Dominion Bank (The),20110831,FACTBOX-Wealth management earnings at Canadian banks , Aug 31 Canadian banks have made wealth management a major focus in recent years as they compete for the savings and investments of retiring baby boomers in North America and try to tap growing wealth abroad.,normal
TD,Toronto Dominion Bank (The),20110831,CORRECTED - CANADA STOCKS-TSX near one-month high; CIBC lifts banks , (Corrects to show market rallied for fourth straight day  not fifth),normal
TD,Toronto Dominion Bank (The),20110831,CORRECTED - CANADA STOCKS-TSX near one-month high; CIBC results lift banks , (Corrects to show market rallied for fourth straight day  not fifth),normal
TD,Toronto Dominion Bank (The),20110831,UPDATE 4-CIBC shares jump on strong earnings  dividend hike , * Shares up 4.4 pct in Toronto  (Adds details  comment  share price),normal
TOT,Total SA,20110831,Paris meeting to focus on Libyan politics  economy ,PARIS World leaders meet in Paris on Thursday to discuss Libya's future  with hosts France and Britain hoping to show that a costly military campaign can lead to a political transition that avoids the mistakes of Iraq.,topStory
TOT,Total SA,20110831,UPDATE 1-Paris meeting to focus on Libyan politics  economy , * Interim government to outline urgent needs  future vision,normal
TOT,Total SA,20110831,TEXT-Fitch affirms IPIC at 'AA'; Outlook Stable ,(The following statement was released by the ratings agency),normal
TOT,Total SA,20110831,Factbox - Exxon deal latest milestone in Russia investment ,LOS ANGELES Exxon Mobil Corp and Rosneft on Monday announced a deal to extract oil and gas from the Russian Arctic  marking a significant milestone in Russia's patchy history with foreign corporate investors.,normal
TOT,Total SA,20110831,Factbox: Exxon deal latest milestone in Russia investment ,LOS ANGELES Exxon Mobil Corp and Rosneft on Monday announced a deal to extract oil and gas from the Russian Arctic  marking a significant milestone in Russia's patchy history with foreign corporate investors.,normal
TRP,TransCanada Corporation,20110831,UPDATE 2-Nebraska governor asks Obama to nix Keystone pipeline , * Montana governor supports Keystone XL  (Adds TransCanada response in paragraph 13  details),topStory
TRP,TransCanada Corporation,20110831,Nebraska governor asks Obama to nix Keystone pipeline ,WASHINGTON Nebraska's governor urged U.S. President Barack Obama on Wednesday to block TransCanada's planned Keystone oil pipeline from Alberta to the Gulf Coast  saying it could hurt a regional water source.,normal
TRP,TransCanada Corporation,20110831,Nebraska governor asks Obama to nix Keystone pipeline , NEW YORK  Aug 31 The governor of Nebraska urged U.S. President Barack Obama's administration on Wednesday to deny a key permit for TransCanada's  Keystone XL crude oil pipeline from Alberta  Canada to the Gulf Coast of Texas.,normal
USB,US Bancorp,20110831,BofA sued over $1.75 billion Countrywide mortgage pool ,NEW YORK/CHARLOTTE  North Carolina Bank of America Corp  was sued by the trustee of a $1.75 billion mortgage pool  which seeks to force the bank to buy back the underlying loans because of alleged misrepresentations in how they were made.,topStory
USB,US Bancorp,20110831,UPDATE 3-BofA sued over $1.75 bln Countrywide mortgage pool , * Misrepresentations said to be made in Countrywide loans,normal
UL,Unilever PLC,20110831,Factbox - Exxon deal latest milestone in Russia investment ,LOS ANGELES Exxon Mobil Corp and Rosneft on Monday announced a deal to extract oil and gas from the Russian Arctic  marking a significant milestone in Russia's patchy history with foreign corporate investors.,topStory
UL,Unilever PLC,20110831,Factbox: Exxon deal latest milestone in Russia investment ,LOS ANGELES Exxon Mobil Corp and Rosneft on Monday announced a deal to extract oil and gas from the Russian Arctic  marking a significant milestone in Russia's patchy history with foreign corporate investors.,normal
VALE,VALE SA,20110831,ADR Report-Rally helps European bank shares cut some losses , NEW YORK  Aug 31 Shares of European banks traded in the United States rose on Wednesday as hopes of new stimulus measures from the U.S. Federal Reverse helped world equities rally into the end of August.,topStory
VLO,Valero Energy Corporation,20110831,U.S. Cash Crude - Sweet grades surge on strong demand , * Mars deals for premium of $24.50  stronger by 90 cents,topStory
VLO,Valero Energy Corporation,20110831,U.S. Cash Crude- Sweet grades surge on strong demand , * Mars deals for premium of $24.40  stronger by 80 cents,normal
VZ,Verizon Communications Inc,20110831,U.S. moves to block AT&T  T-Mobile deal ,WASHINGTON/NEW YORK The Obama administration sued to block AT&T Inc's $39 billion acquisition of wireless rival T-Mobile on concerns it would harm competition  launching its biggest challenge yet to a takeover and dealing the carrier a potentially costly blow. | Video ,topStory
VZ,Verizon Communications Inc,20110831,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court.,normal
VZ,Verizon Communications Inc,20110831,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The U.S. Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court.,normal
VZ,Verizon Communications Inc,20110831,Court battle looms between US and AT&T  T-Mobile , * AT&T  Justice Department will square off in DC court,normal
VZ,Verizon Communications Inc,20110831,UPDATE 5-U.S. moves to block AT&T  T-Mobile deal , * Acquisition would drive up prices  hurt competition -DOJ,normal
VZ,Verizon Communications Inc,20110831,Instant view: U.S. government to block AT&T bid for T-Mobile ,NEW YORK The Obama administration on Wednesday filed to block AT&T Inc's $39 billion acquisition of T-Mobile USA from Deutsche Telekom due to anti-competitive concerns.,normal
VZ,Verizon Communications Inc,20110831,CORRECTED - UPDATE 3-U.S. moves to block AT&T  T-Mobile deal , * Acquisition would drive up prices  hurt competition -DOJ,normal
VZ,Verizon Communications Inc,20110831,AT&T  T-Mobile deal raises concerns  FCC chief says , WASHINGTON  Aug 31 The combination of AT&T Inc  and T-Mobile  raises serious concerns  according to data the agency has gathered  Federal Communications Commission Chairman Julius Genachowski said on Wednesday.,normal
VZ,Verizon Communications Inc,20110831,AT&T vows to bring back 5 000 U.S. jobs if merger approved ,LOS ANGELES Telecommunications giant AT&T Inc  whose proposed buy of T-Mobile USA is under scrutiny by U.S. regulators  promised to bring 5 000 wireless call-center jobs back to the United States if the deal wins approval.,normal
VZ,Verizon Communications Inc,20110831,AT&T vows to bring back 5 000 US jobs if merger OK'd , LOS ANGELES  Aug 31 Telecommunications giant AT&T Inc   whose proposed buy of T-Mobile USA is under scrutiny by U.S. regulators  promised to bring 5 000 wireless call-center jobs back to the United States if the deal wins approval.,normal
VZA,Verizon Communications Inc,20110831,U.S. moves to block AT&T  T-Mobile deal ,WASHINGTON/NEW YORK The Obama administration sued to block AT&T Inc's $39 billion acquisition of wireless rival T-Mobile on concerns it would harm competition  launching its biggest challenge yet to a takeover and dealing the carrier a potentially costly blow. | Video ,topStory
VZA,Verizon Communications Inc,20110831,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court.,normal
VZA,Verizon Communications Inc,20110831,Court battle looms between U.S. and AT&T  T-Mobile ,NEW YORK/WASHINGTON The U.S. Justice Department made a bold move when it sued to block AT&T Inc's $39 billion acquisition of T-Mobile. Now comes the hard part: going to court.,normal
VZA,Verizon Communications Inc,20110831,Court battle looms between US and AT&T  T-Mobile , * AT&T  Justice Department will square off in DC court,normal
VZA,Verizon Communications Inc,20110831,UPDATE 5-U.S. moves to block AT&T  T-Mobile deal , * Acquisition would drive up prices  hurt competition -DOJ,normal
VZA,Verizon Communications Inc,20110831,Instant view: U.S. government to block AT&T bid for T-Mobile ,NEW YORK The Obama administration on Wednesday filed to block AT&T Inc's $39 billion acquisition of T-Mobile USA from Deutsche Telekom due to anti-competitive concerns.,normal
VZA,Verizon Communications Inc,20110831,CORRECTED - UPDATE 3-U.S. moves to block AT&T  T-Mobile deal , * Acquisition would drive up prices  hurt competition -DOJ,normal
VZA,Verizon Communications Inc,20110831,AT&T  T-Mobile deal raises concerns  FCC chief says , WASHINGTON  Aug 31 The combination of AT&T Inc  and T-Mobile  raises serious concerns  according to data the agency has gathered  Federal Communications Commission Chairman Julius Genachowski said on Wednesday.,normal
VZA,Verizon Communications Inc,20110831,AT&T vows to bring back 5 000 U.S. jobs if merger approved ,LOS ANGELES Telecommunications giant AT&T Inc  whose proposed buy of T-Mobile USA is under scrutiny by U.S. regulators  promised to bring 5 000 wireless call-center jobs back to the United States if the deal wins approval.,normal
VZA,Verizon Communications Inc,20110831,AT&T vows to bring back 5 000 US jobs if merger OK'd , LOS ANGELES  Aug 31 Telecommunications giant AT&T Inc   whose proposed buy of T-Mobile USA is under scrutiny by U.S. regulators  promised to bring 5 000 wireless call-center jobs back to the United States if the deal wins approval.,normal
WMT,Wal-Mart Stores Inc,20110831,Analysis: Big-name stocks cheaper than during 2008-09 crisis ,NEW YORK One out of every 10 companies in the S&P 500 index -- including stalwarts like Apple and JPMorgan Chase -- is now cheaper than during the 2008-2009 market meltdown.,topStory
WMT,Wal-Mart Stores Inc,20110831,Toys R Us to open fewer pop-up stores this year , NEW YORK  Aug 31 Toys R Us Inc [TOY.UL]  the world's largest toy retailer  plans to open fewer temporary pop-up stores this year  a spokeswoman said on Wednesday.,normal
WMT,Wal-Mart Stores Inc,20110831,UPDATE 3-Zale sales improve  results pressured by costs , * Shares down nearly 8 percent in morning trade  (Adds CEO and CFO comments  details on Jessica Simpson product line  updates share movement),normal
WMT,Wal-Mart Stores Inc,20110831,UPDATE 2-Tesco to quit Japan after eight-year struggle , * Sale fuels talk of U.S. exit if recovery plan there fails,normal
WMT,Wal-Mart Stores Inc,20110831,UPDATE 1-Tesco to quit Japan after 8 year struggle , LONDON  Aug 31 Tesco Plc   the world's No.3 retailer  has put its loss-making Japanese business up for sale  abandoning an eight-year attempt to break into a tough retail market and underscoring its new boss's commitment to investor returns.,normal
WFC,Wells Fargo & Company,20110831,Exclusive: Bank of America kept AIG legal threat under wraps ,NEW YORK Top Bank of America Corp lawyers knew as early as January that American International Group Inc was prepared to sue the bank for more than $10 billion  seven months before the lawsuit was filed  according to sources familiar with the matter.,topStory
WHR,Whirlpool Corporation,20110831,PRESS DIGEST - Wall Street Journal - Aug 31 , Aug 31 The following were the top stories in The Wall Street Journal on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
WMB,Williams Companies Inc (The),20110831,TEXT-Fitch:Global CDS stumble again on sovereign & oil & gas concerns , (The following statement was released by the rating agency),topStory
AUY,Yamana Gold Inc,20110831,Dealtalk: Northgate bid a risky step in AuRico makeover ,TORONTO AuRico Gold  is having a difficult time escaping the image of being a miner more prone to delivering disappointment than gold bars.,topStory
